Iteration,Solver,Objective,Violations
215,Hill Climbing,29,272
216,Hill Climbing,29,271
217,Hill Climbing,29,271
218,Hill Climbing,29,271
219,Hill Climbing,29,262
220,Hill Climbing,29,261
221,Hill Climbing,29,261
222,Hill Climbing,29,261
223,Hill Climbing,29,260
224,Hill Climbing,29,260
225,Hill Climbing,29,259
226,Hill Climbing,29,259
227,Hill Climbing,29,258
228,Hill Climbing,29,256
229,Hill Climbing,29,256
230,Hill Climbing,29,256
231,Hill Climbing,29,256
232,Hill Climbing,29,256
233,Hill Climbing,29,256
234,Hill Climbing,29,256
235,Hill Climbing,29,255
236,Hill Climbing,29,254
237,Hill Climbing,29,254
238,Hill Climbing,29,254
239,Hill Climbing,29,254
240,Hill Climbing,29,254
241,Hill Climbing,29,254
242,Hill Climbing,29,254
243,Hill Climbing,29,254
244,Hill Climbing,29,254
245,Hill Climbing,29,254
246,Hill Climbing,29,252
247,Hill Climbing,29,252
248,Hill Climbing,29,252
249,Hill Climbing,29,249
250,Hill Climbing,29,247
251,Hill Climbing,29,247
252,Hill Climbing,29,247
253,Hill Climbing,29,247
254,Hill Climbing,29,247
255,Hill Climbing,29,247
256,Hill Climbing,29,247
257,Hill Climbing,29,247
258,Hill Climbing,29,247
259,Hill Climbing,29,247
260,Hill Climbing,29,247
261,Hill Climbing,29,247
262,Hill Climbing,29,247
263,Hill Climbing,29,247
264,Hill Climbing,29,247
265,Hill Climbing,29,247
266,Hill Climbing,29,247
267,Hill Climbing,29,247
268,Hill Climbing,29,247
269,Hill Climbing,29,247
270,Hill Climbing,29,247
271,Hill Climbing,28,247
272,Hill Climbing,28,247
273,Hill Climbing,28,247
274,Hill Climbing,28,247
275,Hill Climbing,28,247
276,Hill Climbing,28,247
277,Hill Climbing,28,247
278,Hill Climbing,28,247
279,Hill Climbing,28,247
280,Hill Climbing,28,247
281,Hill Climbing,28,247
282,Hill Climbing,28,247
283,Hill Climbing,28,247
284,Hill Climbing,28,247
285,Hill Climbing,28,247
286,Hill Climbing,28,247
287,Hill Climbing,28,247
288,Hill Climbing,28,247
289,Hill Climbing,28,247
290,Hill Climbing,28,247
291,Hill Climbing,28,247
292,Hill Climbing,28,247
293,Hill Climbing,28,247
294,Hill Climbing,28,247
295,Hill Climbing,28,247
296,Hill Climbing,28,247
297,Hill Climbing,28,247
298,Hill Climbing,28,247
299,Hill Climbing,28,247
300,Hill Climbing,28,247
301,Hill Climbing,28,247
302,Hill Climbing,28,247
303,Hill Climbing,28,247
304,Hill Climbing,28,247
305,Hill Climbing,28,247
306,Hill Climbing,28,247
307,Hill Climbing,28,247
308,Hill Climbing,28,247
309,Hill Climbing,28,247
310,Hill Climbing,28,247
311,Hill Climbing,28,247
312,Hill Climbing,28,247
313,Hill Climbing,28,247
314,Hill Climbing,28,247
315,Hill Climbing,28,247
316,Hill Climbing,28,247
317,Hill Climbing,28,247
318,Hill Climbing,28,247
319,Hill Climbing,28,247
320,Hill Climbing,28,247
321,Hill Climbing,25,4823
322,Hill Climbing,25,4741
323,Hill Climbing,25,4668
324,Hill Climbing,25,4593
325,Hill Climbing,26,4522
326,Hill Climbing,25,4433
327,Hill Climbing,25,4368
328,Hill Climbing,25,4300
329,Hill Climbing,25,4224
330,Hill Climbing,25,4148
331,Hill Climbing,25,4070
332,Hill Climbing,25,4001
333,Hill Climbing,25,3931
334,Hill Climbing,25,3856
335,Hill Climbing,25,3783
336,Hill Climbing,25,3705
337,Hill Climbing,25,3632
338,Hill Climbing,25,3558
339,Hill Climbing,25,3491
340,Hill Climbing,24,3421
341,Hill Climbing,24,3356
342,Hill Climbing,23,3290
343,Hill Climbing,23,3220
344,Hill Climbing,22,3150
345,Hill Climbing,22,3091
346,Hill Climbing,22,3013
347,Hill Climbing,22,2953
348,Hill Climbing,23,2889
349,Hill Climbing,23,2822
350,Hill Climbing,23,2773
351,Hill Climbing,23,2696
352,Hill Climbing,23,2664
353,Hill Climbing,24,2597
354,Hill Climbing,24,2542
355,Hill Climbing,24,2508
356,Hill Climbing,24,2441
357,Hill Climbing,24,2386
358,Hill Climbing,24,2309
359,Hill Climbing,24,2243
360,Hill Climbing,24,2216
361,Hill Climbing,24,2154
362,Hill Climbing,24,2116
363,Hill Climbing,24,2086
364,Hill Climbing,24,2045
365,Hill Climbing,23,2012
366,Hill Climbing,23,1980
367,Hill Climbing,23,1951
368,Hill Climbing,23,1920
369,Hill Climbing,23,1893
370,Hill Climbing,23,1858
371,Hill Climbing,23,1829
372,Hill Climbing,23,1809
373,Hill Climbing,23,1778
374,Hill Climbing,23,1753
375,Hill Climbing,23,1717
376,Hill Climbing,23,1697
377,Hill Climbing,23,1661
378,Hill Climbing,23,1635
379,Hill Climbing,23,1611
380,Hill Climbing,23,1590
381,Hill Climbing,23,1574
382,Hill Climbing,23,1547
383,Hill Climbing,23,1539
384,Hill Climbing,23,1519
385,Hill Climbing,23,1493
386,Hill Climbing,23,1469
387,Hill Climbing,24,1447
388,Hill Climbing,24,1429
389,Hill Climbing,25,1402
390,Hill Climbing,25,1395
391,Hill Climbing,25,1375
392,Hill Climbing,25,1350
393,Hill Climbing,26,1338
394,Hill Climbing,27,1317
395,Hill Climbing,28,1298
396,Hill Climbing,28,1290
397,Hill Climbing,28,1257
398,Hill Climbing,28,1243
399,Hill Climbing,28,1225
400,Hill Climbing,28,1212
401,Hill Climbing,27,1179
402,Hill Climbing,27,1170
403,Hill Climbing,27,1142
404,Hill Climbing,27,1138
405,Hill Climbing,27,1112
406,Hill Climbing,27,1092
407,Hill Climbing,28,1065
408,Hill Climbing,27,1047
409,Hill Climbing,27,1035
410,Hill Climbing,28,1018
411,Hill Climbing,28,997
412,Hill Climbing,28,993
413,Hill Climbing,28,979
414,Hill Climbing,28,967
415,Hill Climbing,28,961
416,Hill Climbing,28,947
417,Hill Climbing,28,926
418,Hill Climbing,28,917
419,Hill Climbing,28,899
420,Hill Climbing,28,877
421,Hill Climbing,28,867
422,Hill Climbing,28,864
423,Hill Climbing,28,858
424,Hill Climbing,28,831
425,Hill Climbing,28,821
426,Hill Climbing,28,804
427,Hill Climbing,27,792
428,Hill Climbing,28,782
429,Hill Climbing,28,765
430,Hill Climbing,28,752
431,Hill Climbing,28,736
432,Hill Climbing,28,721
433,Hill Climbing,28,711
434,Hill Climbing,28,711
435,Hill Climbing,28,699
436,Hill Climbing,28,693
437,Hill Climbing,28,684
438,Hill Climbing,28,664
439,Hill Climbing,28,655
440,Hill Climbing,28,654
441,Hill Climbing,28,642
442,Hill Climbing,27,635
443,Hill Climbing,27,624
444,Hill Climbing,27,609
445,Hill Climbing,27,602
446,Hill Climbing,27,589
447,Hill Climbing,27,583
448,Hill Climbing,27,578
449,Hill Climbing,27,574
450,Hill Climbing,28,562
451,Hill Climbing,28,553
452,Hill Climbing,28,530
453,Hill Climbing,28,525
454,Hill Climbing,28,519
455,Hill Climbing,28,509
456,Hill Climbing,27,503
457,Hill Climbing,27,500
458,Hill Climbing,27,493
459,Hill Climbing,27,493
460,Hill Climbing,27,478
461,Hill Climbing,27,472
462,Hill Climbing,27,464
463,Hill Climbing,27,458
464,Hill Climbing,27,454
465,Hill Climbing,27,447
466,Hill Climbing,27,438
467,Hill Climbing,27,430
468,Hill Climbing,27,429
469,Hill Climbing,27,429
470,Hill Climbing,27,427
471,Hill Climbing,27,421
472,Hill Climbing,27,418
473,Hill Climbing,27,412
474,Hill Climbing,27,409
475,Hill Climbing,27,408
476,Hill Climbing,27,408
477,Hill Climbing,27,405
478,Hill Climbing,27,397
479,Hill Climbing,27,396
480,Hill Climbing,27,391
481,Hill Climbing,27,389
482,Hill Climbing,27,384
483,Hill Climbing,27,382
484,Hill Climbing,27,377
485,Hill Climbing,27,370
486,Hill Climbing,27,370
487,Hill Climbing,27,368
488,Hill Climbing,27,365
489,Hill Climbing,27,363
490,Hill Climbing,27,361
491,Hill Climbing,27,359
492,Hill Climbing,27,357
493,Hill Climbing,27,357
494,Hill Climbing,27,357
495,Hill Climbing,27,355
496,Hill Climbing,27,355
497,Hill Climbing,27,351
498,Hill Climbing,27,351
499,Hill Climbing,27,351
500,Hill Climbing,27,350
501,Hill Climbing,27,350
502,Hill Climbing,27,350
503,Hill Climbing,27,350
504,Hill Climbing,27,350
505,Hill Climbing,27,350
506,Hill Climbing,27,343
507,Hill Climbing,27,343
508,Hill Climbing,27,342
509,Hill Climbing,27,340
510,Hill Climbing,28,336
511,Hill Climbing,28,336
512,Hill Climbing,28,336
513,Hill Climbing,28,322
514,Hill Climbing,28,321
515,Hill Climbing,28,321
516,Hill Climbing,28,321
517,Hill Climbing,28,321
518,Hill Climbing,28,319
519,Hill Climbing,28,317
520,Hill Climbing,28,316
521,Hill Climbing,28,316
522,Hill Climbing,28,314
523,Hill Climbing,28,314
524,Hill Climbing,28,314
525,Hill Climbing,28,314
526,Hill Climbing,28,314
527,Hill Climbing,28,309
528,Hill Climbing,28,309
529,Hill Climbing,28,308
530,Hill Climbing,28,308
531,Hill Climbing,28,308
532,Hill Climbing,28,306
533,Hill Climbing,28,306
534,Hill Climbing,28,306
535,Hill Climbing,29,305
536,Hill Climbing,29,305
537,Hill Climbing,29,305
538,Hill Climbing,29,301
539,Hill Climbing,29,301
540,Hill Climbing,29,301
541,Hill Climbing,29,300
542,Hill Climbing,29,300
543,Hill Climbing,29,299
544,Hill Climbing,29,298
545,Hill Climbing,29,298
546,Hill Climbing,29,298
547,Hill Climbing,29,298
548,Hill Climbing,29,298
549,Hill Climbing,29,298
550,Hill Climbing,29,298
551,Hill Climbing,29,298
552,Hill Climbing,29,298
553,Hill Climbing,29,298
554,Hill Climbing,29,298
555,Hill Climbing,29,298
556,Hill Climbing,29,298
557,Hill Climbing,29,298
558,Hill Climbing,29,298
559,Hill Climbing,29,298
560,Hill Climbing,29,298
561,Hill Climbing,29,298
562,Hill Climbing,29,298
563,Hill Climbing,29,298
564,Hill Climbing,29,298
565,Hill Climbing,29,298
566,Hill Climbing,29,298
567,Hill Climbing,29,298
568,Hill Climbing,29,298
569,Hill Climbing,29,298
570,Hill Climbing,29,298
571,Hill Climbing,29,298
572,Hill Climbing,29,298
573,Hill Climbing,29,298
574,Hill Climbing,29,298
575,Hill Climbing,29,298
576,Hill Climbing,29,298
577,Hill Climbing,29,298
578,Hill Climbing,29,298
579,Hill Climbing,29,298
580,Hill Climbing,29,298
581,Hill Climbing,29,298
582,Hill Climbing,29,298
583,Hill Climbing,29,298
584,Hill Climbing,29,297
585,Hill Climbing,29,297
586,Hill Climbing,29,297
587,Hill Climbing,29,297
588,Hill Climbing,29,297
589,Hill Climbing,29,297
590,Hill Climbing,29,297
591,Hill Climbing,29,297
592,Hill Climbing,29,297
593,Hill Climbing,29,297
594,Hill Climbing,29,297
595,Hill Climbing,29,297
596,Hill Climbing,29,297
597,Hill Climbing,29,297
598,Hill Climbing,29,297
599,Hill Climbing,29,297
600,Hill Climbing,29,297
601,Hill Climbing,29,297
602,Hill Climbing,29,296
603,Hill Climbing,29,296
604,Hill Climbing,29,296
605,Hill Climbing,29,296
606,Hill Climbing,29,296
607,Hill Climbing,29,296
608,Hill Climbing,29,296
609,Hill Climbing,29,296
610,Hill Climbing,29,296
611,Hill Climbing,29,296
612,Hill Climbing,29,296
613,Hill Climbing,29,296
614,Hill Climbing,29,296
615,Hill Climbing,29,296
616,Hill Climbing,29,296
617,Hill Climbing,29,296
618,Hill Climbing,29,296
619,Hill Climbing,29,296
620,Hill Climbing,29,296
621,Hill Climbing,29,296
622,Hill Climbing,29,296
623,Hill Climbing,29,296
624,Hill Climbing,29,296
625,Hill Climbing,29,296
626,Hill Climbing,29,296
627,Hill Climbing,29,296
628,Hill Climbing,29,296
629,Hill Climbing,29,296
630,Hill Climbing,29,296
631,Hill Climbing,29,296
632,Hill Climbing,29,296
633,Hill Climbing,29,296
634,Hill Climbing,29,296
635,Hill Climbing,29,296
636,Hill Climbing,29,296
637,Hill Climbing,29,296
638,Hill Climbing,29,296
639,Hill Climbing,29,296
640,Hill Climbing,29,296
641,Hill Climbing,29,296
642,Hill Climbing,29,296
643,Hill Climbing,29,296
644,Hill Climbing,29,296
645,Hill Climbing,29,296
646,Hill Climbing,29,296
647,Hill Climbing,29,296
648,Hill Climbing,29,296
649,Hill Climbing,29,296
650,Hill Climbing,29,296
651,Hill Climbing,29,296
652,Hill Climbing,26,4900
653,Hill Climbing,25,4830
654,Hill Climbing,24,4754
655,Hill Climbing,23,4673
656,Hill Climbing,23,4592
657,Hill Climbing,23,4515
658,Hill Climbing,22,4440
659,Hill Climbing,22,4370
660,Hill Climbing,22,4296
661,Hill Climbing,22,4221
662,Hill Climbing,22,4150
663,Hill Climbing,22,4077
664,Hill Climbing,23,4009
665,Hill Climbing,23,3932
666,Hill Climbing,23,3874
667,Hill Climbing,24,3822
668,Hill Climbing,24,3743
669,Hill Climbing,24,3670
670,Hill Climbing,23,3594
671,Hill Climbing,24,3524
672,Hill Climbing,23,3451
673,Hill Climbing,24,3377
674,Hill Climbing,24,3326
675,Hill Climbing,24,3256
676,Hill Climbing,24,3211
677,Hill Climbing,24,3163
678,Hill Climbing,24,3097
679,Hill Climbing,24,3020
680,Hill Climbing,24,2963
681,Hill Climbing,23,2899
682,Hill Climbing,22,2842
683,Hill Climbing,22,2792
684,Hill Climbing,23,2727
685,Hill Climbing,22,2677
686,Hill Climbing,22,2604
687,Hill Climbing,22,2559
688,Hill Climbing,22,2501
689,Hill Climbing,22,2446
690,Hill Climbing,23,2394
691,Hill Climbing,22,2345
692,Hill Climbing,22,2285
693,Hill Climbing,23,2231
694,Hill Climbing,23,2190
695,Hill Climbing,22,2142
696,Hill Climbing,22,2111
697,Hill Climbing,22,2062
698,Hill Climbing,22,2041
699,Hill Climbing,23,1990
700,Hill Climbing,23,1936
701,Hill Climbing,23,1903
702,Hill Climbing,24,1879
703,Hill Climbing,24,1840
704,Hill Climbing,24,1833
705,Hill Climbing,23,1805
706,Hill Climbing,23,1759
707,Hill Climbing,23,1733
708,Hill Climbing,22,1706
709,Hill Climbing,22,1679
710,Hill Climbing,22,1653
711,Hill Climbing,22,1617
712,Hill Climbing,22,1599
713,Hill Climbing,23,1576
714,Hill Climbing,23,1558
715,Hill Climbing,23,1531
716,Hill Climbing,23,1497
717,Hill Climbing,23,1461
718,Hill Climbing,23,1442
719,Hill Climbing,23,1426
720,Hill Climbing,23,1409
721,Hill Climbing,23,1386
722,Hill Climbing,23,1367
723,Hill Climbing,23,1353
724,Hill Climbing,23,1348
725,Hill Climbing,23,1322
726,Hill Climbing,24,1303
727,Hill Climbing,24,1269
728,Hill Climbing,24,1239
729,Hill Climbing,24,1225
730,Hill Climbing,24,1215
731,Hill Climbing,24,1201
732,Hill Climbing,24,1182
733,Hill Climbing,24,1181
734,Hill Climbing,24,1159
735,Hill Climbing,24,1135
736,Hill Climbing,24,1108
737,Hill Climbing,23,1103
738,Hill Climbing,23,1089
739,Hill Climbing,23,1065
740,Hill Climbing,24,1051
741,Hill Climbing,24,1028
742,Hill Climbing,24,1013
743,Hill Climbing,24,1008
744,Hill Climbing,24,1004
745,Hill Climbing,24,992
746,Hill Climbing,24,968
747,Hill Climbing,24,951
748,Hill Climbing,25,940
749,Hill Climbing,25,919
750,Hill Climbing,25,901
751,Hill Climbing,24,884
752,Hill Climbing,24,876
753,Hill Climbing,24,862
754,Hill Climbing,24,853
755,Hill Climbing,24,844
756,Hill Climbing,24,839
757,Hill Climbing,24,827
758,Hill Climbing,24,818
759,Hill Climbing,24,793
760,Hill Climbing,24,781
761,Hill Climbing,24,777
762,Hill Climbing,24,756
763,Hill Climbing,24,743
764,Hill Climbing,24,735
765,Hill Climbing,24,725
766,Hill Climbing,25,721
767,Hill Climbing,25,711
768,Hill Climbing,25,703
769,Hill Climbing,26,692
770,Hill Climbing,26,681
771,Hill Climbing,26,672
772,Hill Climbing,26,664
773,Hill Climbing,26,654
774,Hill Climbing,26,646
775,Hill Climbing,26,637
776,Hill Climbing,26,628
777,Hill Climbing,26,620
778,Hill Climbing,26,614
779,Hill Climbing,26,613
780,Hill Climbing,26,608
781,Hill Climbing,26,592
782,Hill Climbing,26,591
783,Hill Climbing,26,584
784,Hill Climbing,26,577
785,Hill Climbing,26,566
786,Hill Climbing,26,557
787,Hill Climbing,27,555
788,Hill Climbing,27,549
789,Hill Climbing,27,543
790,Hill Climbing,27,536
791,Hill Climbing,27,534
792,Hill Climbing,27,534
793,Hill Climbing,27,529
794,Hill Climbing,27,521
795,Hill Climbing,27,518
796,Hill Climbing,27,514
797,Hill Climbing,27,506
798,Hill Climbing,27,505
799,Hill Climbing,27,499
800,Hill Climbing,27,496
801,Hill Climbing,27,489
802,Hill Climbing,27,486
803,Hill Climbing,27,485
804,Hill Climbing,27,474
805,Hill Climbing,27,470
806,Hill Climbing,27,458
807,Hill Climbing,27,452
808,Hill Climbing,27,446
809,Hill Climbing,27,439
810,Hill Climbing,27,437
811,Hill Climbing,27,433
812,Hill Climbing,27,430
813,Hill Climbing,27,428
814,Hill Climbing,27,425
815,Hill Climbing,27,419
0,Tabu Search,29,4793
1,Tabu Search,28,4717
2,Tabu Search,27,4648
3,Tabu Search,26,4569
4,Tabu Search,26,4499
5,Tabu Search,25,4425
6,Tabu Search,25,4357
7,Tabu Search,25,4285
8,Tabu Search,25,4210
9,Tabu Search,26,4135
10,Tabu Search,27,4057
11,Tabu Search,27,3987
12,Tabu Search,27,3911
13,Tabu Search,27,3839
14,Tabu Search,27,3764
15,Tabu Search,27,3693
16,Tabu Search,27,3620
17,Tabu Search,27,3546
18,Tabu Search,27,3472
19,Tabu Search,26,3408
20,Tabu Search,25,3354
21,Tabu Search,25,3304
22,Tabu Search,24,3231
23,Tabu Search,24,3171
24,Tabu Search,23,3100
25,Tabu Search,24,3036
26,Tabu Search,25,2963
27,Tabu Search,26,2914
28,Tabu Search,26,2847
29,Tabu Search,26,2776
30,Tabu Search,26,2704
31,Tabu Search,26,2643
32,Tabu Search,26,2578
33,Tabu Search,25,2527
34,Tabu Search,25,2483
35,Tabu Search,25,2414
36,Tabu Search,25,2383
37,Tabu Search,25,2331
38,Tabu Search,25,2266
39,Tabu Search,24,2225
40,Tabu Search,24,2187
41,Tabu Search,24,2167
42,Tabu Search,23,2129
43,Tabu Search,24,2096
44,Tabu Search,24,2057
45,Tabu Search,24,2025
46,Tabu Search,24,1989
47,Tabu Search,24,1948
48,Tabu Search,24,1927
49,Tabu Search,24,1874
50,Tabu Search,24,1852
51,Tabu Search,24,1812
52,Tabu Search,24,1795
53,Tabu Search,24,1764
54,Tabu Search,24,1725
55,Tabu Search,24,1696
56,Tabu Search,24,1672
57,Tabu Search,24,1627
58,Tabu Search,24,1600
59,Tabu Search,24,1581
60,Tabu Search,24,1548
61,Tabu Search,24,1519
62,Tabu Search,23,1492
63,Tabu Search,24,1475
64,Tabu Search,24,1450
65,Tabu Search,24,1414
66,Tabu Search,24,1400
67,Tabu Search,23,1362
68,Tabu Search,24,1336
69,Tabu Search,24,1313
70,Tabu Search,24,1284
71,Tabu Search,24,1262
72,Tabu Search,24,1249
73,Tabu Search,24,1239
74,Tabu Search,24,1226
75,Tabu Search,24,1204
76,Tabu Search,24,1194
77,Tabu Search,24,1184
78,Tabu Search,24,1169
79,Tabu Search,24,1156
80,Tabu Search,24,1138
81,Tabu Search,24,1118
82,Tabu Search,24,1097
83,Tabu Search,24,1077
84,Tabu Search,24,1067
85,Tabu Search,24,1044
86,Tabu Search,24,1032
87,Tabu Search,24,1022
88,Tabu Search,24,1011
89,Tabu Search,24,989
90,Tabu Search,24,967
91,Tabu Search,24,948
92,Tabu Search,24,947
93,Tabu Search,24,938
94,Tabu Search,24,923
95,Tabu Search,24,913
96,Tabu Search,24,905
97,Tabu Search,23,891
98,Tabu Search,24,885
99,Tabu Search,24,868
100,Tabu Search,24,866
101,Tabu Search,24,851
102,Tabu Search,24,841
103,Tabu Search,25,827
104,Tabu Search,25,815
105,Tabu Search,26,805
106,Tabu Search,27,790
107,Tabu Search,27,779
108,Tabu Search,26,763
109,Tabu Search,26,759
110,Tabu Search,26,746
111,Tabu Search,27,735
112,Tabu Search,27,714
113,Tabu Search,27,706
114,Tabu Search,27,693
115,Tabu Search,27,688
116,Tabu Search,27,674
117,Tabu Search,27,667
118,Tabu Search,27,659
119,Tabu Search,28,646
120,Tabu Search,29,637
121,Tabu Search,29,626
122,Tabu Search,29,618
123,Tabu Search,29,609
124,Tabu Search,29,598
125,Tabu Search,29,590
126,Tabu Search,28,573
127,Tabu Search,28,568
128,Tabu Search,28,565
129,Tabu Search,28,562
130,Tabu Search,28,550
131,Tabu Search,28,540
132,Tabu Search,28,529
133,Tabu Search,28,525
134,Tabu Search,28,522
135,Tabu Search,28,514
136,Tabu Search,28,511
137,Tabu Search,28,501
138,Tabu Search,28,500
139,Tabu Search,28,494
140,Tabu Search,28,486
141,Tabu Search,28,475
142,Tabu Search,28,469
143,Tabu Search,28,460
144,Tabu Search,28,452
145,Tabu Search,28,449
146,Tabu Search,28,443
147,Tabu Search,28,441
148,Tabu Search,28,437
149,Tabu Search,28,435
150,Tabu Search,28,434
151,Tabu Search,29,424
152,Tabu Search,29,421
153,Tabu Search,29,411
154,Tabu Search,29,405
155,Tabu Search,29,396
156,Tabu Search,29,395
157,Tabu Search,29,390
158,Tabu Search,29,389
159,Tabu Search,29,387
160,Tabu Search,29,383
161,Tabu Search,29,381
162,Tabu Search,29,375
163,Tabu Search,29,373
164,Tabu Search,29,365
165,Tabu Search,29,365
166,Tabu Search,29,364
